0007145,One A.M.,
0010323,The Cabinet of Dr. Caligari,
0012349,The Kid,
0013442,Nosferatu,
0013486,Pay Day,
0014341,Our Hospitality,
0015324,Sherlock Jr.,
0015648,Battleship Potemkin,
0015864,The Gold Rush,
0017136,Metropolis,
0017925,The General,
0018037,The Jazz Singer,
0018217,October (Ten Days that Shook the World),
0018455,Sunrise,
0018773,The Circus,
0019254,The Passion of Joan of Arc,
0019412,Speedy,
0019421,Steamboat Bill Jr.,
0020094,Liberty,
0020629,All Quiet on the Western Front,
0021079,Little Caesar,
0021749,City Lights,
0022100,M,
0022153,The Miracle Woman,
0022268,Platinum Blonde,
0022286,The Public Enemy,
0022835,Dr. Jekyll and Mr. Hyde,
0023385,Red-Headed Woman,
0023589,Three Wise Girls,
0023876,Cavalcade,
0024216,King Kong,
0024264,Little Women,
0025316,It Happened One Night,
0026029,The 39 Steps,
0026138,Bride of Frankenstein,
0026393,'G' Men,
0027113,Tit for Tat,
0027977,Modern Times,
0028665,Broadway Melody of 1938,
0028691,Captains Courageous,
0028950,La Grande Illusion,
0029395,Personal Property,
0029664,Thoroughbreds Don't Cry,
0029850,Alexander Nevsky,
0030108,Everybody Sing,
0030341,The Lady Vanishes,
0030386,Love Finds Andy Hardy,
0030993,You Can't Take It With You,
0031066,Babes in Arms,
0031381,Gone with the Wind,
0031455,The Hunchback of Notre Dame,
0031500,It's a Wonderful World,
0031679,Mr. Smith Goes to Washington,
0031737,Nurse Edith Cavell,
0031835,The Rains Came,
0032138,The Wizard of Oz,
0032551,The Grapes of Wrath,
0032553,The Great Dictator,
0032558,Green Hell,
0032638,Les Adams <longhorn1939@suddenlink.net>,
0032976,Rebecca,
0033110,Strike Up the Band,
0033467,Citizen Kane,
0033832,Life Begins for Andy Hardy,
0033870,The Maltese Falcon,
0034198,Skylark,
0034415,Ziegfeld Girl,
0034485,Babes on Broadway,
0034583,Casablanca,
0035942,Girl Crazy,
0036275,Presenting Lily Mars,
0036342,Shadow of a Doubt,
0036775,Double Indemnity,
0036868,The Best Years of Our Lives,
0036872,Going My Way,
0037536,The Bells of St. Mary's,
0037884,The Lost Weekend,
0038032,Road to Utopia,
0038109,Spellbound,
0038355,The Big Sleep,
0038650,It's a Wonderful Life,
0038787,Notorious,
0038916,Les Adams <longhorn1939@suddenlink.net>,
0039041,Tomorrow Is Forever,
0039110,Without Reservations,
0039631,Monsieur Verdoux,
0039871,Subarashiki nichiyôbi,
0040506,Key Largo,
0040522,Bicycle Thieves,
0040746,Rope,
0040897,The Treasure of the Sierra Madre,
0040979,Drunken Angel,
0041594,Little Women,
0041944,Take Me Out to the Ball Game,
0041959,The Third Man,
0042192,All About Eve,
0042384,Day of the Fight,
0042876,Rashômon,
0043014,Sunset Blvd.,
0043041,Three Came Home,
0043265,The African Queen,
0043548,Flying Padre,
0043724,The Lady with a Lamp,
0044079,Strangers on a Train,
0044081,A Streetcar Named Desire,
0044706,High Noon,
0044741,Ikiru,
0044837,Limelight,
0045152,Singin' in the Rain,
0045197,The Story of Robin Hood and His Merrie Men,
0046250,Roman Holiday,
0046268,The Wages of Fear,
0046345,Summer with Monika,
0046911,Diabolique,
0046912,Dial M for Murder,
0047296,On the Waterfront,
0047396,Rear Window,
0047478,Seven Samurai,
